Symbol	mouse_inviro_colon_Untr_24hr_1	mouse_inviro_colon_Untr_24hr_2	mouse_inviro_colon_Untr_24hr_3	mouse_inviro_colon_Untr_72hr_1	mouse_inviro_colon_Untr_72hr_2	mouse_inviro_colon_Untr_72hr_3	mouse_inviro_colon_X1000_24hr_1	mouse_inviro_colon_X1000_24hr_2	mouse_inviro_colon_X1000_24hr_3	mouse_inviro_colon_X1000_72hr_1	mouse_inviro_colon_X1000_72hr_2	mouse_inviro_colon_X1000_72hr_3
AASDH	200.377663699949	90.0821843932218	122.799177938468	170.184549155938	99.0171987037423	145.40268036794	110.651735035329	119.907841311242	64.2230725944391	89.3458062441661	54.50901420625	27.7424825952242
AASDHPPT	208.965277858518	255.232855780795	279.006955757254	251.622554273504	217.287741599879	227.706084349793	348.774268831355	393.396273890991	457.117163760419	268.037418732498	171.045527336853	320.703098800791
AATF	259.775328296719	267.386801294166	352.144701441195	330.972405413696	658.739419154063	301.77914793346	230.155608873483	335.906212988341	250.281091728329	194.327128581061	150.369694362069	186.429483039906
ABAT	124.520405299254	237.359406496426	191.422247962906	123.201084665035	75.638137898692	164.606807963705	118.618659957872	188.895914394422	131.279516038633	102.747677180791	154.128936721121	57.7043637980663
ABCA1	137.401826537108	72.9236730802272	34.311535012219	37.5867715927226	6.87619435442655	26.5199857274859	52.2276189366751	48.4559084750908	3.77782779967289	50.2570160123434	63.9071201038793	66.581958228538
ABCA2	440.830860139888	544.782734187579	473.138009115862	847.790514813632	788.011873017282	768.165103830626	310.710071979202	340.012645909959	414.616601014099	251.285080061717	488.701506676724	218.610762850366
ABCA3	463.731164562739	1030.94055472243	795.48585120434	930.272596919884	869.150966399516	822.119557552062	700.204179303559	553.547157834088	627.119414745699	314.943967010686	599.59915626875	360.652273737914
ABCA5	0.715634513214103	10.7240695706216	9.93228645090549	4.17630795474695	4.12571661265593	10.0593049311153	16.8190637253699	22.1747377767364	38.7227349466471	112.79908038326	50.7497718471982	82.1177484818635
ABCA7	419.361824743464	491.162386334471	359.368182496399	332.016482402383	438.701199812414	395.056339112893	434.64001521877	271.024572826779	548.729487902487	511.504740747851	879.662712018103	534.875064435922
ABCA8	0	0	0	2.08815397737348	1.37523887088531	0.91448226646503	32.7529135704572	19.7108780237657	0	85.9953385100099	41.3516659495689	65.472258924729
ABCB1	1407.65308749214	5198.313989866	4461.40248672037	3808.79285472922	2965.01500562873	3938.67512166489	11376.7687893923	10790.0631448431	10201.0795160667	8443.1786900737	6704.60874736875	6930.072152287
